,dates
916,2020-05-30 00:00:00
917,2019-07-09 00:00:00
918,2020-10-07 00:00:00
919,2019-07-09 00:00:00
920,2019-08-02 00:00:00
921,2020-07-27 00:00:00
922,2019-07-06 00:00:00
923,2019-07-05 00:00:00
924,2019-05-17 00:00:00
925,2019-05-17 00:00:00
926,2019-05-17 00:00:00
927,2019-05-10 00:00:00
928,2019-05-10 00:00:00
929,2019-05-10 00:00:00
930,2019-05-10 00:00:00
931,2019-09-12 00:00:00
932,2019-09-11 00:00:00
933,2019-06-27 00:00:00
934,2019-04-27 00:00:00
935,2019-11-01 00:00:00
936,2019-06-26 00:00:00
937,2019-04-26 00:00:00
938,2019-04-26 00:00:00
939,2019-04-26 00:00:00
940,2019-04-26 00:00:00
941,2019-02-26 00:00:00
942,2019-06-25 00:00:00
943,2019-06-25 00:00:00
944,2019-04-26 00:00:00
945,2019-04-26 00:00:00
946,2019-06-25 00:00:00
947,2019-04-26 00:00:00
948,2020-11-07 00:00:00
949,2020-11-06 00:00:00
950,2020-11-06 00:00:00
951,2019-06-18 00:00:00
952,2019-06-18 00:00:00
953,2019-04-18 00:00:00
954,2019-08-27 00:00:00
955,2019-08-26 00:00:00
956,2019-06-27 00:00:00
957,2019-06-27 00:00:00
958,2019-11-05 00:00:00
959,2019-09-05 00:00:00
960,2019-09-29 00:00:00
961,2019-06-13 00:00:00
962,2019-06-12 00:00:00
963,2019-06-13 00:00:00
964,2019-06-12 00:00:00
965,2019-04-12 00:00:00
966,2019-06-11 00:00:00
967,2019-06-11 00:00:00
968,2019-06-11 00:00:00
969,2019-06-12 00:00:00
970,2019-04-12 00:00:00
971,2019-04-12 00:00:00
972,2020-05-22 00:00:00
973,2020-06-23 00:00:00
974,2020-03-23 00:00:00
975,2019-05-24 00:00:00
976,2019-06-13 00:00:00
977,2019-06-25 00:00:00
978,2019-06-11 00:00:00
979,2018-06-09 00:00:00
980,2019-05-25 00:00:00
981,2019-07-19 00:00:00
982,2019-06-07 00:00:00
983,2019-06-07 00:00:00
984,2019-07-08 00:00:00
985,2019-04-08 00:00:00
986,2019-08-30 00:00:00
987,2019-10-25 00:00:00
988,2020-05-01 00:00:00
989,2019-06-05 00:00:00
990,2019-05-20 00:00:00
991,2019-05-31 00:00:00
992,2018-10-01 00:00:00
993,2020-06-18 00:00:00
994,2020-03-18 00:00:00
995,2019-05-11 00:00:00
996,2019-03-11 00:00:00
997,2019-11-22 00:00:00
998,2019-11-21 00:00:00
999,2019-07-19 00:00:00
1000,2019-04-19 00:00:00
1001,2019-06-14 00:00:00
1002,2020-01-20 00:00:00
1003,2019-07-03 00:00:00
1004,2018-10-11 00:00:00
1005,2018-07-03 00:00:00
1006,2018-04-03 00:00:00
1007,2019-04-21 00:00:00
1008,2019-04-20 00:00:00
1009,2018-12-21 00:00:00
1010,2018-11-21 00:00:00
1011,2019-04-20 00:00:00
1012,2018-10-21 00:00:00
1013,2019-01-21 00:00:00
1014,2018-11-08 00:00:00
1015,2020-08-12 00:00:00
1016,2020-02-12 00:00:00
1017,2020-08-11 00:00:00
1018,2020-04-12 00:00:00
1019,2019-12-20 00:00:00
1020,2018-07-05 00:00:00
1021,2018-07-04 00:00:00
1022,2018-01-05 00:00:00
1023,2018-01-19 00:00:00
1024,2017-07-19 00:00:00
1025,2020-01-24 00:00:00
1026,2019-07-24 00:00:00
1027,2017-10-26 00:00:00
1028,2017-08-11 00:00:00
1029,2017-02-11 00:00:00
1030,2017-02-11 00:00:00
1031,2020-07-29 00:00:00
1032,2019-07-09 00:00:00
1033,2019-08-28 00:00:00
1034,2019-08-20 00:00:00
1035,2019-04-20 00:00:00
1036,2019-02-20 00:00:00
1037,2019-08-19 00:00:00
1038,2019-08-29 00:00:00
1039,2019-08-29 00:00:00
1040,2019-08-28 00:00:00
1041,2019-08-28 00:00:00
1042,2019-08-28 00:00:00
1043,2019-08-28 00:00:00
1044,2019-08-28 00:00:00
1045,2020-03-17 00:00:00
1046,2019-08-28 00:00:00
1047,2019-08-28 00:00:00
1048,2019-08-28 00:00:00
1049,2019-08-27 00:00:00
1050,2019-08-27 00:00:00
1051,2019-08-28 00:00:00
1052,2019-08-27 00:00:00
1053,2019-08-27 00:00:00
1054,2019-03-04 00:00:00
1055,2019-08-27 00:00:00
1056,2019-08-27 00:00:00
1057,2019-08-27 00:00:00
1058,2019-08-27 00:00:00
1059,2019-10-23 00:00:00
1060,2019-08-24 00:00:00
1061,2019-08-23 00:00:00
1062,2019-08-23 00:00:00
1063,2019-08-26 00:00:00
1064,2019-08-22 00:00:00
1065,2019-08-22 00:00:00
1066,2019-08-21 00:00:00
1067,2019-08-09 00:00:00
1068,2019-07-19 00:00:00
1069,2019-09-06 00:00:00
1070,2019-08-21 00:00:00
1071,2021-01-03 00:00:00
1072,2019-08-22 00:00:00
1073,2019-08-21 00:00:00
1074,2019-08-21 00:00:00
1075,2019-08-20 00:00:00
1076,2019-08-20 00:00:00
1077,2019-08-21 00:00:00
1078,2019-08-20 00:00:00
1079,2019-08-19 00:00:00
1080,2019-09-20 00:00:00
1081,2019-08-20 00:00:00
1082,2019-08-19 00:00:00
1083,2019-08-20 00:00:00
1084,2019-08-21 00:00:00
1085,2020-04-18 00:00:00
1086,2019-08-21 00:00:00
1087,2019-08-19 00:00:00
1088,2019-08-19 00:00:00
1089,2019-08-17 00:00:00
1090,2020-06-25 00:00:00
1091,2019-08-17 00:00:00
1092,2019-08-16 00:00:00
1093,2019-08-16 00:00:00
1094,2018-09-22 00:00:00
1095,2019-08-16 00:00:00
1096,2020-11-09 00:00:00
1097,2019-08-16 00:00:00
1098,2019-08-16 00:00:00
1099,2019-08-15 00:00:00
1100,2020-09-09 00:00:00
1101,2019-08-16 00:00:00
1102,2019-12-03 00:00:00
1103,2019-11-19 00:00:00
1104,2019-08-13 00:00:00
1105,2019-07-30 00:00:00
1106,2019-07-30 00:00:00
1107,2019-11-15 00:00:00
1108,2019-08-13 00:00:00
1109,2019-07-30 00:00:00
1110,2019-07-30 00:00:00
1111,2020-10-16 00:00:00
1112,2019-08-14 00:00:00
1113,2019-07-31 00:00:00
1114,2019-06-14 00:00:00
1115,2019-08-13 00:00:00
1116,2019-08-13 00:00:00
1117,2019-07-31 00:00:00
1118,2019-09-15 00:00:00
1119,2019-11-12 00:00:00
1120,2019-08-09 00:00:00
1121,2019-07-26 00:00:00
1122,2019-07-26 00:00:00
1123,2018-12-07 00:00:00
1124,2019-08-07 00:00:00
1125,2019-08-20 00:00:00
1126,2019-07-30 00:00:00
1127,2019-04-10 00:00:00
1128,2019-09-07 00:00:00
1129,2019-10-11 00:00:00
1130,2019-09-20 00:00:00
1131,2019-08-06 00:00:00
1132,2019-07-16 00:00:00
1133,2019-07-16 00:00:00
1134,2020-07-16 00:00:00
1135,2020-06-25 00:00:00
1136,2019-08-01 00:00:00
1137,2019-08-01 00:00:00
1138,2019-07-04 00:00:00
1139,2019-07-31 00:00:00
1140,2019-07-03 00:00:00
1141,2019-07-03 00:00:00
1142,2020-08-22 00:00:00
1143,2020-07-25 00:00:00
1144,2020-08-08 00:00:00
1145,2020-08-21 00:00:00
1146,2020-09-19 00:00:00
1147,2019-07-26 00:00:00
1148,2019-06-28 00:00:00
1149,2018-09-27 00:00:00
1150,2018-08-23 00:00:00
1151,2019-07-24 00:00:00
1152,2019-06-19 00:00:00
1153,2019-06-19 00:00:00
1154,2019-06-19 00:00:00
1155,2019-07-23 00:00:00
1156,2019-06-18 00:00:00
1157,2019-10-30 00:00:00
1158,2019-10-29 00:00:00
1159,2020-08-08 00:00:00
1160,2020-11-20 00:00:00
1161,2020-10-16 00:00:00
1162,2020-10-16 00:00:00
1163,2019-10-03 00:00:00
1164,2020-11-12 00:00:00
1165,2020-10-08 00:00:00
1166,2020-10-08 00:00:00
1167,2019-07-20 00:00:00
1168,2019-06-08 00:00:00
1169,2019-06-08 00:00:00
1170,2019-06-08 00:00:00
1171,2019-06-08 00:00:00
1172,2019-06-08 00:00:00
1173,2020-01-17 00:00:00
1174,2020-09-18 00:00:00
1175,2019-07-11 00:00:00
1176,2019-06-14 00:00:00
1177,2019-05-03 00:00:00
1178,2019-07-11 00:00:00
1179,2019-07-09 00:00:00
1180,2019-07-10 00:00:00
1181,2019-05-22 00:00:00
1182,2019-05-22 00:00:00
1183,2019-05-22 00:00:00
1184,2020-07-10 00:00:00
1185,2019-07-08 00:00:00
1186,2019-05-20 00:00:00
1187,2020-03-28 00:00:00
1188,2020-06-12 00:00:00
1189,2020-04-24 00:00:00
1190,2020-11-27 00:00:00
1191,2020-10-09 00:00:00
1192,2020-04-07 00:00:00
1193,2020-02-18 00:00:00
1194,2019-09-05 00:00:00
1195,2019-07-05 00:00:00
1196,2019-05-17 00:00:00
1197,2019-07-03 00:00:00
1198,2019-05-08 00:00:00
1199,2020-09-15 00:00:00
1200,2020-07-28 00:00:00
1201,2019-10-29 00:00:00
1202,2019-09-03 00:00:00
1203,2019-07-02 00:00:00
1204,2019-08-28 00:00:00
1205,2020-07-01 00:00:00
1206,2019-06-29 00:00:00
1207,2019-04-29 00:00:00
1208,2019-06-28 00:00:00
1209,2019-04-29 00:00:00
1210,2019-06-28 00:00:00
1211,2019-06-28 00:00:00
1212,2019-06-08 00:00:00
1213,2019-04-29 00:00:00
1214,2019-06-26 00:00:00
1215,2019-04-26 00:00:00
1216,2019-06-22 00:00:00
1217,2019-06-22 00:00:00
1218,2019-11-04 00:00:00
1219,2019-11-20 00:00:00
1220,2019-06-21 00:00:00
1221,2019-04-21 00:00:00
1222,2018-11-21 00:00:00
1223,2018-09-21 00:00:00
1224,2020-02-14 00:00:00
1225,2019-12-14 00:00:00
1226,2019-12-14 00:00:00
1227,2019-06-19 00:00:00
1228,2019-08-07 00:00:00
1229,2021-03-01 00:00:00
1230,2021-01-01 00:00:00
1231,2019-08-20 00:00:00
1232,2019-06-12 00:00:00
1233,2019-06-07 00:00:00
1234,2020-04-22 00:00:00
1235,2020-02-22 00:00:00
1236,2020-11-13 00:00:00
1237,2019-06-04 00:00:00
1238,2019-03-04 00:00:00
1239,2019-03-04 00:00:00
1240,2020-06-10 00:00:00
1241,2020-10-29 00:00:00
1242,2019-05-27 00:00:00
1243,2019-02-27 00:00:00
1244,2019-02-27 00:00:00
1245,2020-02-27 00:00:00
1246,2019-05-20 00:00:00
1247,2019-02-20 00:00:00
1248,2020-06-12 00:00:00
1249,2020-03-12 00:00:00
1250,2020-03-12 00:00:00
1251,2020-03-12 00:00:00
1252,2020-03-12 00:00:00
1253,2020-06-11 00:00:00
1254,2019-05-13 00:00:00
1255,2019-02-13 00:00:00
1256,2020-11-05 00:00:00
1257,2020-08-05 00:00:00
1258,2020-01-08 00:00:00
1259,2019-10-08 00:00:00
1260,2020-01-07 00:00:00
1261,2020-01-23 00:00:00
1262,2019-05-02 00:00:00
1263,2020-12-23 00:00:00
1264,2020-09-23 00:00:00
1265,2020-09-23 00:00:00
1266,2019-04-29 00:00:00
1267,2018-12-29 00:00:00
1268,2018-12-29 00:00:00
1269,2019-12-11 00:00:00
1270,2019-08-11 00:00:00
1271,2020-12-17 00:00:00
1272,2020-08-17 00:00:00
1273,2020-07-17 00:00:00
1274,2018-07-10 00:00:00
1275,2018-02-10 00:00:00
1276,2019-02-13 00:00:00
1277,2020-11-30 00:00:00
1278,2020-05-30 00:00:00
1279,2020-03-16 00:00:00
1280,2019-09-16 00:00:00
1281,2019-09-16 00:00:00
1282,2019-09-16 00:00:00
1283,2019-09-16 00:00:00
1284,2018-10-20 00:00:00
1285,2018-04-20 00:00:00
1286,2018-04-17 00:00:00
1287,2017-10-17 00:00:00
1288,2017-10-17 00:00:00
1289,2017-10-17 00:00:00
1290,2017-10-17 00:00:00
1291,2018-04-16 00:00:00
1292,2018-04-16 00:00:00
1293,2018-04-16 00:00:00
1294,2020-08-15 00:00:00
1295,2020-08-14 00:00:00
1296,2020-08-14 00:00:00
1297,2020-08-14 00:00:00
1298,2019-10-16 00:00:00
1299,2021-01-07 00:00:00
1300,2019-08-28 00:00:00
1301,2019-08-23 00:00:00
1302,2019-03-25 00:00:00
1303,2019-11-13 00:00:00
1304,2019-11-12 00:00:00
1305,2019-11-12 00:00:00
1306,2020-05-13 00:00:00
1307,2019-08-28 00:00:00
1308,2019-07-19 00:00:00
1309,2019-08-28 00:00:00
1310,2019-08-27 00:00:00
1311,2019-10-07 00:00:00
1312,2019-08-29 00:00:00
1313,2019-08-28 00:00:00
1314,2020-06-24 00:00:00
1315,2019-08-28 00:00:00
1316,2019-08-29 00:00:00
1317,2019-08-27 00:00:00
1318,2019-08-13 00:00:00
1319,2018-11-30 00:00:00
1320,2019-08-27 00:00:00
1321,2019-08-27 00:00:00
1322,2019-08-27 00:00:00
1323,2019-08-27 00:00:00
1324,2019-08-28 00:00:00
1325,2019-08-27 00:00:00
1326,2019-11-27 00:00:00
1327,2020-11-11 00:00:00
1328,2019-08-28 00:00:00
1329,2019-08-27 00:00:00
1330,2019-08-26 00:00:00
1331,2019-08-27 00:00:00
1332,2019-08-27 00:00:00
1333,2019-08-27 00:00:00
1334,2019-10-07 00:00:00
1335,2019-10-05 00:00:00
1336,2019-11-01 00:00:00
1337,2019-11-21 00:00:00
1338,2019-08-27 00:00:00
1339,2018-09-28 00:00:00
1340,2019-08-28 00:00:00
1341,2019-08-27 00:00:00
1342,2019-06-25 00:00:00
1343,2019-04-25 00:00:00
1344,2019-04-25 00:00:00
1345,2019-06-05 00:00:00
1346,2019-06-13 00:00:00
1347,2019-06-11 00:00:00
1348,2019-07-19 00:00:00
1349,2019-01-31 00:00:00
1350,2019-08-28 00:00:00
1351,2019-12-10 00:00:00
1352,2020-06-10 00:00:00
1353,2020-08-04 00:00:00
1354,2020-08-19 00:00:00
1355,2019-08-29 00:00:00
1356,2018-10-02 00:00:00
1357,2019-08-28 00:00:00
1358,2018-10-22 00:00:00
1359,2018-10-21 00:00:00
1360,2018-10-21 00:00:00
1361,2019-08-27 00:00:00
1362,2020-09-24 00:00:00
1363,2019-08-27 00:00:00
1364,2019-08-27 00:00:00
1365,2019-08-27 00:00:00
1366,2019-09-13 00:00:00
1367,2019-08-27 00:00:00
1368,2019-08-21 00:00:00
1369,2019-09-16 00:00:00
1370,2019-08-27 00:00:00
1371,2019-08-27 00:00:00
1372,2020-09-08 00:00:00
1373,2019-08-26 00:00:00
1374,2019-08-26 00:00:00
1375,2019-08-26 00:00:00
1376,2019-08-27 00:00:00
1377,2019-08-27 00:00:00
1378,2019-08-26 00:00:00
1379,2018-12-02 00:00:00
1380,2019-08-26 00:00:00
1381,2019-08-26 00:00:00
1382,2019-08-25 00:00:00
1383,2019-12-16 00:00:00
1384,2019-08-26 00:00:00
1385,2019-08-27 00:00:00
1386,2019-08-26 00:00:00
1387,2019-08-26 00:00:00
1388,2019-08-24 00:00:00
1389,2019-08-24 00:00:00
1390,2020-06-02 00:00:00
1391,2019-08-23 00:00:00
1392,2019-05-21 00:00:00
1393,2019-04-09 00:00:00
1394,2020-12-09 00:00:00
1395,2019-08-23 00:00:00
1396,2019-08-24 00:00:00
1397,2019-01-05 00:00:00
1398,2019-08-24 00:00:00
1399,2019-08-23 00:00:00
1400,2019-08-23 00:00:00
1401,2019-08-23 00:00:00
1402,2019-11-29 00:00:00
1403,2019-08-24 00:00:00
1404,2019-12-03 00:00:00
1405,2019-08-24 00:00:00
1406,2019-11-18 00:00:00
1407,2019-08-23 00:00:00
1408,2019-08-23 00:00:00
1409,2019-09-05 00:00:00
1410,2019-08-23 00:00:00
1411,2019-08-23 00:00:00
1412,2019-09-13 00:00:00
1413,2019-08-22 00:00:00
1414,2019-08-23 00:00:00
1415,2019-08-23 00:00:00
1416,2019-08-23 00:00:00
1417,2019-06-07 00:00:00
1418,2019-08-22 00:00:00
1419,2019-08-23 00:00:00
1420,2019-08-22 00:00:00
1421,2018-02-06 00:00:00
1422,2019-09-20 00:00:00
1423,2019-12-20 00:00:00
1424,2019-12-19 00:00:00
1425,2019-08-23 00:00:00
1426,2019-08-22 00:00:00
1427,2020-09-01 00:00:00
1428,2019-08-23 00:00:00
1429,2019-08-24 00:00:00
1430,2019-08-22 00:00:00
1431,2019-08-21 00:00:00
1432,2020-07-13 00:00:00
1433,2019-08-22 00:00:00
1434,2018-05-28 00:00:00
1435,2019-08-23 00:00:00
1436,2018-12-11 00:00:00
1437,2019-08-22 00:00:00
1438,2019-08-22 00:00:00
1439,2019-08-23 00:00:00
1440,2019-08-22 00:00:00
1441,2019-08-22 00:00:00
1442,2019-08-22 00:00:00
1443,2019-08-22 00:00:00
1444,2019-08-22 00:00:00
1445,2019-08-21 00:00:00
1446,2020-01-09 00:00:00
1447,2020-11-20 00:00:00
1448,2020-12-21 00:00:00
1449,2021-01-27 00:00:00
1450,2019-08-21 00:00:00
1451,2019-09-19 00:00:00
1452,2019-08-22 00:00:00
1453,2019-08-21 00:00:00
1454,2019-08-21 00:00:00
1455,2020-09-18 00:00:00
1456,2020-10-21 00:00:00
1457,2019-08-22 00:00:00
1458,2019-02-03 00:00:00
1459,2019-08-22 00:00:00
1460,2018-08-03 00:00:00
1461,2019-08-22 00:00:00
1462,2019-08-22 00:00:00
1463,2020-01-30 00:00:00
1464,2019-08-21 00:00:00
1465,2019-08-22 00:00:00
1466,2018-10-05 00:00:00
1467,2019-08-22 00:00:00
1468,2019-01-09 00:00:00
1469,2019-08-21 00:00:00
1470,2019-08-21 00:00:00
1471,2019-08-01 00:00:00
1472,2019-08-22 00:00:00
1473,2019-06-04 00:00:00
1474,2019-02-06 00:00:00
1475,2018-12-05 00:00:00
1476,2018-10-18 00:00:00
1477,2019-09-05 00:00:00
1478,2020-01-10 00:00:00
1479,2020-01-14 00:00:00
1480,2020-07-14 00:00:00
1481,2020-07-13 00:00:00
1482,2019-08-22 00:00:00
1483,2018-07-13 00:00:00
1484,2019-08-21 00:00:00
1485,2019-08-21 00:00:00
1486,2019-08-21 00:00:00
1487,2019-08-20 00:00:00
1488,2019-08-20 00:00:00
1489,2019-08-20 00:00:00
1490,2019-08-19 00:00:00
1491,2019-08-21 00:00:00
1492,2019-08-21 00:00:00
1493,2018-08-24 00:00:00
1494,2018-07-30 00:00:00
1495,2019-08-20 00:00:00
1496,2020-05-07 00:00:00
1497,2019-08-20 00:00:00
1498,2019-08-21 00:00:00
1499,2019-08-20 00:00:00
1500,2019-02-20 00:00:00
1501,2019-11-22 00:00:00
1502,2020-09-21 00:00:00
1503,2019-08-20 00:00:00
1504,2019-08-20 00:00:00
1505,2019-08-20 00:00:00
1506,2020-07-08 00:00:00
1507,2019-08-21 00:00:00
1508,2018-12-07 00:00:00
1509,2019-08-21 00:00:00
1510,2019-06-18 00:00:00
1511,2019-11-26 00:00:00
1512,2019-08-20 00:00:00
1513,2021-02-24 00:00:00
1514,2019-08-21 00:00:00
1515,2019-08-20 00:00:00
1516,2019-08-20 00:00:00
1517,2019-08-20 00:00:00
1518,2018-07-11 00:00:00
1519,2020-08-21 00:00:00
1520,2020-12-28 00:00:00
1521,2019-08-19 00:00:00
1522,2019-08-20 00:00:00
1523,2019-07-30 00:00:00
1524,2019-08-20 00:00:00
1525,2019-08-19 00:00:00
1526,2019-08-20 00:00:00
1527,2019-08-19 00:00:00
1528,2019-08-19 00:00:00
1529,2019-08-19 00:00:00
1530,2019-08-19 00:00:00
1531,2019-10-24 00:00:00
1532,2019-10-23 00:00:00
1533,2019-08-21 00:00:00
1534,2018-11-08 00:00:00
1535,2019-08-19 00:00:00
1536,2019-08-19 00:00:00
1537,2020-07-15 00:00:00
1538,2019-08-19 00:00:00
1539,2019-08-20 00:00:00
1540,2018-06-14 00:00:00
1541,2019-08-19 00:00:00
1542,2019-08-20 00:00:00
1543,2019-08-19 00:00:00
1544,2018-11-21 00:00:00
1545,2019-08-20 00:00:00
1546,2019-08-17 00:00:00
1547,2019-08-17 00:00:00
1548,2019-08-17 00:00:00
1549,2019-08-18 00:00:00
1550,2019-08-17 00:00:00
1551,2020-08-01 00:00:00
1552,2019-08-18 00:00:00
1553,2020-02-25 00:00:00
1554,2019-08-17 00:00:00
1555,2019-01-05 00:00:00
1556,2019-08-16 00:00:00
1557,2019-08-16 00:00:00
1558,2019-08-16 00:00:00
1559,2020-11-10 00:00:00
1560,2019-08-17 00:00:00
1561,2019-08-16 00:00:00
1562,2019-08-16 00:00:00
1563,2019-08-16 00:00:00
1564,2019-08-17 00:00:00
1565,2021-01-05 00:00:00
1566,2019-08-19 00:00:00
1567,2019-08-16 00:00:00
1568,2019-08-16 00:00:00
1569,2019-06-28 00:00:00
1570,2019-08-17 00:00:00
1571,2018-06-20 00:00:00
1572,2020-01-31 00:00:00
1573,2020-05-16 00:00:00
1574,2019-08-16 00:00:00
1575,2019-08-17 00:00:00
1576,2019-09-11 00:00:00
1577,2021-01-19 00:00:00
1578,2019-08-16 00:00:00
1579,2019-01-03 00:00:00
1580,2018-11-29 00:00:00
1581,2020-12-21 00:00:00
1582,2019-08-17 00:00:00
1583,2019-08-19 00:00:00
1584,2018-11-14 00:00:00
1585,2020-07-17 00:00:00
1586,2020-12-08 00:00:00
1587,2019-08-16 00:00:00
1588,2020-04-04 00:00:00
1589,2019-08-16 00:00:00
1590,2019-08-15 00:00:00
1591,2019-08-01 00:00:00
1592,2019-08-15 00:00:00
1593,2018-10-23 00:00:00
1594,2021-02-17 00:00:00
1595,2019-08-15 00:00:00
1596,2019-08-15 00:00:00
1597,2019-08-16 00:00:00
1598,2019-08-16 00:00:00
1599,2019-08-02 00:00:00
1600,2019-08-16 00:00:00
1601,2019-08-02 00:00:00
1602,2019-08-15 00:00:00
1603,2019-08-14 00:00:00
1604,2019-07-31 00:00:00
1605,2019-08-15 00:00:00
1606,2021-02-10 00:00:00
1607,2021-01-27 00:00:00
1608,2020-11-12 00:00:00
1609,2019-08-14 00:00:00
1610,2019-08-13 00:00:00
1611,2019-07-31 00:00:00
1612,2019-08-14 00:00:00
1613,2019-07-31 00:00:00
1614,2019-08-13 00:00:00
1615,2019-08-13 00:00:00
1616,2019-08-12 00:00:00
1617,2019-08-12 00:00:00
1618,2020-09-24 00:00:00
1619,2019-08-13 00:00:00
1620,2019-08-13 00:00:00
1621,2020-12-23 00:00:00
1622,2020-12-09 00:00:00
1623,2020-12-09 00:00:00
1624,2019-09-25 00:00:00
1625,2019-09-11 00:00:00
1626,2019-09-25 00:00:00
1627,2019-09-11 00:00:00
1628,2019-09-11 00:00:00
1629,2020-12-11 00:00:00
1630,2020-12-16 00:00:00
1631,2020-12-02 00:00:00
1632,2019-08-14 00:00:00
1633,2019-08-13 00:00:00
1634,2019-07-30 00:00:00
1635,2019-08-13 00:00:00
1636,2021-02-02 00:00:00
1637,2019-08-12 00:00:00
1638,2019-08-13 00:00:00
1639,2019-07-30 00:00:00
1640,2019-07-30 00:00:00
1641,2020-06-04 00:00:00
1642,2020-08-25 00:00:00
1643,2019-08-12 00:00:00
1644,2019-08-11 00:00:00
1645,2019-07-28 00:00:00
1646,2019-09-24 00:00:00
1647,2019-09-10 00:00:00
1648,2019-09-10 00:00:00
1649,2020-03-20 00:00:00
1650,2020-03-19 00:00:00
1651,2020-03-06 00:00:00
1652,2019-09-26 00:00:00
1653,2019-09-12 00:00:00
1654,2019-09-12 00:00:00
1655,2019-09-12 00:00:00
1656,2019-06-07 00:00:00
1657,2019-04-24 00:00:00
1658,2019-04-12 00:00:00
1659,2019-08-15 00:00:00
1660,2019-08-09 00:00:00
1661,2019-07-26 00:00:00
1662,2019-10-25 00:00:00
1663,2019-10-11 00:00:00
1664,2019-09-06 00:00:00
1665,2019-10-11 00:00:00
1666,2019-10-29 00:00:00
1667,2019-10-28 00:00:00
1668,2019-10-14 00:00:00
1669,2019-10-14 00:00:00
1670,2019-10-14 00:00:00
1671,2019-10-11 00:00:00
1672,2019-08-08 00:00:00
1673,2019-08-08 00:00:00
1674,2019-08-08 00:00:00
1675,2019-07-18 00:00:00
1676,2018-09-06 00:00:00
1677,2019-08-08 00:00:00
1678,2019-07-18 00:00:00
1679,2018-10-18 00:00:00
1680,2020-10-07 00:00:00
1681,2020-09-16 00:00:00
1682,2020-09-23 00:00:00
1683,2020-09-16 00:00:00
1684,2019-08-07 00:00:00
1685,2019-07-17 00:00:00
1686,2019-08-07 00:00:00
1687,2019-07-17 00:00:00
1688,2020-05-01 00:00:00
1689,2020-04-10 00:00:00
1690,2020-04-10 00:00:00
1691,2020-04-10 00:00:00
1692,2020-04-10 00:00:00
1693,2020-03-13 00:00:00
1694,2019-07-17 00:00:00
1695,2019-06-26 00:00:00
1696,2019-07-16 00:00:00
1697,2019-08-06 00:00:00
1698,2019-08-06 00:00:00
1699,2019-08-07 00:00:00
1700,2019-07-17 00:00:00
1701,2019-09-07 00:00:00
1702,2019-08-06 00:00:00
1703,2019-07-16 00:00:00
1704,2019-10-14 00:00:00
1705,2019-09-23 00:00:00
1706,2019-09-23 00:00:00
1707,2021-02-26 00:00:00
1708,2021-02-05 00:00:00
1709,2019-10-28 00:00:00
1710,2019-10-07 00:00:00
1711,2019-10-07 00:00:00
1712,2019-10-07 00:00:00
1713,2019-08-28 00:00:00
1714,2019-10-07 00:00:00
1715,2019-10-27 00:00:00
1716,2020-01-29 00:00:00
1717,2020-01-08 00:00:00
1718,2019-12-25 00:00:00
1719,2019-11-14 00:00:00
1720,2019-11-13 00:00:00
1721,2019-08-12 00:00:00
1722,2019-07-22 00:00:00
1723,2019-07-22 00:00:00
1724,2019-09-19 00:00:00
1725,2021-01-15 00:00:00
1726,2020-12-25 00:00:00
1727,2020-11-12 00:00:00
1728,2020-10-22 00:00:00
1729,2020-10-22 00:00:00
1730,2020-11-11 00:00:00
1731,2020-10-22 00:00:00
1732,2019-11-11 00:00:00
1733,2019-10-21 00:00:00
1734,2019-10-21 00:00:00
1735,2019-11-10 00:00:00
1736,2020-02-11 00:00:00
1737,2019-08-01 00:00:00
1738,2020-03-02 00:00:00
1739,2020-02-10 00:00:00
1740,2020-02-10 00:00:00
1741,2019-08-01 00:00:00
1742,2019-08-01 00:00:00
1743,2019-07-11 00:00:00
1744,2020-12-17 00:00:00
1745,2020-11-26 00:00:00
1746,2020-11-19 00:00:00
1747,2019-05-13 00:00:00
1748,2018-08-06 00:00:00
1749,2018-08-05 00:00:00
1750,2019-08-01 00:00:00
1751,2019-07-04 00:00:00
1752,2019-09-25 00:00:00
1753,2019-08-01 00:00:00
1754,2019-07-04 00:00:00
1755,2019-07-04 00:00:00
1756,2020-11-21 00:00:00
1757,2019-08-01 00:00:00
1758,2019-07-31 00:00:00
1759,2019-07-31 00:00:00
1760,2019-08-03 00:00:00
1761,2019-08-01 00:00:00
1762,2019-07-04 00:00:00
1763,2019-07-04 00:00:00
1764,2019-07-31 00:00:00
1765,2019-07-04 00:00:00
1766,2019-07-31 00:00:00
1767,2019-07-30 00:00:00
1768,2019-07-31 00:00:00
1769,2018-06-05 00:00:00
1770,2019-11-22 00:00:00
1771,2020-12-10 00:00:00
1772,2019-07-31 00:00:00
1773,2019-07-03 00:00:00
1774,2019-07-03 00:00:00
1775,2019-07-03 00:00:00
1776,2020-04-09 00:00:00
1777,2020-03-26 00:00:00
1778,2019-07-29 00:00:00
1779,2020-02-28 00:00:00
1780,2020-01-31 00:00:00
1781,2020-02-07 00:00:00
1782,2018-10-19 00:00:00
1783,2019-07-26 00:00:00
1784,2019-06-28 00:00:00
1785,2019-06-28 00:00:00
1786,2020-10-09 00:00:00
1787,2019-07-26 00:00:00
1788,2019-07-25 00:00:00
1789,2020-04-09 00:00:00
1790,2020-03-12 00:00:00
1791,2020-03-12 00:00:00
1792,2019-07-26 00:00:00
1793,2020-05-06 00:00:00
1794,2020-04-08 00:00:00
1795,2020-04-15 00:00:00
